CATEGORY DESCRIPTION,SIC DIVISION,MAJOR GROUP,INDUSTRY GROUP,MOST SPECIFIC SIC CODE
Electric services,E,49,491,491
Electric services,E,49,491,4911
Electric services (hydroelectric power generation),E,49,491,4911
Electric services (fossil fuel power generation),E,49,491,4911
Electric services (nuclear power generation),E,49,491,4911
Electric services (other electric power generation),E,49,491,4911
Electric services (electric power transmission & control),E,49,491,4911
Electric services (electric power distribution),E,49,491,4911
Gas production and distribution,E,49,492,492
Combination utility services,E,49,493,493
Water supply,E,49,494,494
Water supply,E,49,494,4941
Water supply,E,49,494,4941
Sanitary services,E,49,495,495
Steam and air-conditioning supply,E,49,496,496
Steam and air-conditioning supply,E,49,496,4961
Steam & air-conditioning supply,E,49,496,4961
Irrigation systems,E,49,497,497
Irrigation systems,E,49,497,4971
Irrigation systems,E,49,497,4971
Wholesale trade,F,F,F,F
Wholesale trade - durable goods,F,50,50,50
Motor vehicles and motor vehicle parts and supplies,F,50,501,501
Automobiles & other motor vehicles,F,50,501,5012
Automobiles & other motor vehicles,F,50,501,5012
Automobile & other motor vehicle whsle,F,50,501,5012
Automobile & motorcycle whsle,F,50,501,5012
Automobile & motorcycle whsle,F,50,501,5012
Bus & recreational vehicle whsle,F,50,501,5012
Bus & recreational vehicle whsle,F,50,501,5012
"Light truck & van (14,000 lb or less) whsle",F,50,501,5012
"Light truck & van (14,000 lb or less) whsle",F,50,501,5012
"Medium truck & tractor (14,001 lb to 26,000 lb) whsle",F,50,501,5012
"Medium truck & tractor (14,001 lb to 26,000 lb) whsle",F,50,501,5012
"Heavy truck & tractor (over 26,000 lb) whsle",F,50,501,5012
"Heavy truck & tractor (over 26,000 lb) whsle",F,50,501,5012
Motor vehicle supplies & new parts,F,50,501,5013
Motor vehicle supplies & new parts,F,50,501,5013
Motor vehicle supplies & new parts whsle,F,50,501,5013
Motor vehicle supplies & new parts - warehouse distributors,F,50,501,5013
Motor vehicle supplies & new parts - warehouse distributors,F,50,501,5013
Motor vehicle supplies & new parts - jobbers,F,50,501,5013
Motor vehicle supplies & new parts - jobbers,F,50,501,5013
Petroleum products marketing equipment whsle,F,50,501,5013
Petroleum products marketing equipment whsle,F,50,501,5013
Motor vehicle supplies & new parts jobbers (retail),F,50,501,5013
Motor vehicle supplies & new parts jobbers (retail),F,50,501,5013
Tires & tubes,F,50,501,5014
Tires & tubes,F,50,501,5014
Tire & tube whsle,F,50,501,5014
Tire & tube whsle,F,50,501,5014
Tire & tube merchants (retail),F,50,501,5014
Tire & tube merchants (retail),F,50,501,5014
"Motor vehicle parts, used",F,50,501,5015
"Motor vehicle parts, used",F,50,501,5015
"Motor vehicle parts, (used) whsle",F,50,501,5015
"Motor vehicle parts, (used) whsle",F,50,501,5015
Furniture and home furnishings,F,50,502,502
Furniture,F,50,502,5021
Furniture,F,50,502,5021
Furniture whsle,F,50,502,5021
Household & lawn furniture whsle,F,50,502,5021
Household & lawn furniture whsle,F,50,502,5021
Office & business furniture whsle,F,50,502,5021
Office & business furniture whsle,F,50,502,5021
Office & business furniture merchants (retail),F,50,502,5021
Office & business furniture merchants (retail),F,50,502,5021
Home furnishings,F,50,502,5023
Home furnishings,F,50,502,5023
Home furnishings whsle,F,50,502,5023
"Household china, glassware, & crockery whsle",F,50,502,5023
"Household china, glassware, & crockery whsle",F,50,502,5023
"Linens, domestics, draperies, & curtains whsle",F,50,502,5023
"Linens, domestics, draperies, & curtains whsle",F,50,502,5023
Floor coverings whsle,F,50,502,5023
Floor coverings whsle,F,50,502,5023
Other home furnishings whsle,F,50,502,5023
Other home furnishings whsle,F,50,502,5023
Floor covering merchants (retail),F,50,502,5023
Floor covering merchants (retail),F,50,502,5023
Lumber and other construction materials,F,50,503,503
"Lumber, plywood, millwork, & wood panels",F,50,503,5031
"Lumber, plywood, millwork, & wood panels",F,50,503,5031
"Lumber, plywood, millwork, & wood panel whsle",F,50,503,5031
Lumber without yard whsle,F,50,503,5031
Lumber without yard whsle,F,50,503,5031
Lumber with yard whsle,F,50,503,5031
Lumber with yard whsle,F,50,503,5031
"Plywood, veneer, millwork, & wood panel whsle",F,50,503,5031
"Plywood, veneer, millwork, & wood panel whsle",F,50,503,5031
Other building material dealers,F,50,503,5031
Lumber merchants with yard (retail),F,50,503,5031
Lumber merchants with yard (retail),F,50,503,5031
"Plywood, veneer, & millwork merchants (retail)",F,50,503,5031
"Plywood, veneer, & millwork merchants (retail)",F,50,503,5031
"Brick, stone, & related construction materials",F,50,503,5032
"Brick, stone, & related construction materials",F,50,503,5032
"Brick, stone, & related construction materials whsle",F,50,503,5032
"Brick, block, tile, clay/cement sewer pipe whsle",F,50,503,5032
"Brick, block, tile, clay/cement sewer pipe whsle",F,50,503,5032
"Sand, gravel, & stone whsle",F,50,503,5032
"Sand, gravel, & stone whsle",F,50,503,5032
"Cement, lime, & related products whsle",F,50,503,5032
"Cement, lime, & related products whsle",F,50,503,5032
Other building material dealers,F,50,503,5032
"Brick, block, tile, clay/cement sewer pipe merchants (retail)",F,50,503,5032
"Brick, block, tile, clay/cement sewer pipe merchants (retail)",F,50,503,5032
"Sand, gravel, & stone merchants (retail)",F,50,503,5032
"Sand, gravel, & stone merchants (retail)",F,50,503,5032
"Cement, lime, & related products merchants (retail)",F,50,503,5032
"Cement, lime, & related products merchants (retail)",F,50,503,5032
"Roofing, siding, & insulation materials",F,50,503,5033
"Roofing, siding, & insulation materials",F,50,503,5033
"Roofing, siding, & insulation material whsle",F,50,503,5033
"Roofing, siding, & insulation material whsle",F,50,503,5033
"Roofing, siding, & insulation merchants (retail)",F,50,503,5033
"Roofing, siding, & insulation merchants (retail)",F,50,503,5033
Other construction materials,F,50,503,5039
Other construction materials,F,50,503,5039
Other construction materials whsle,F,50,503,5039
Flat glass & other construction glass whsle,F,50,503,5039
Flat glass & other construction glass whsle,F,50,503,5039
Other construction materials whsle,F,50,503,5039
Other construction materials whsle,F,50,503,5039
Other building material dealers,F,50,503,5039
Flat glass & other construction glass merchants (retail),F,50,503,5039
Flat glass & other construction glass merchants (retail),F,50,503,5039
Other building material merchants (retail),F,50,503,5039
Other building material merchants (retail),F,50,503,5039
Professional and commercial equipment and supplies,F,50,504,504
Photographic equipment & supplies,F,50,504,5043
Photographic equipment & supplies,F,50,504,5043
Photographic equipment & supplies whsle,F,50,504,5043
Photographic equipment & supplies whsle,F,50,504,5043
Office equipment,F,50,504,5044
Office equipment,F,50,504,5044
Office equipment whsle,F,50,504,5044
Office equipment whsle,F,50,504,5044
Computers & computer peripheral equipment & supplies,F,50,504,5045
Computers & computer peripheral equipment & supplies,F,50,504,5045
Computer & computer peripheral equipment & software whsle,F,50,504,5045
Computers & peripheral equipment for resale,F,50,504,5045
Computers & peripheral equipment for resale,F,50,504,5045
Computers & peripheral equipment for end use,F,50,504,5045
Computers & peripheral equipment for end use,F,50,504,5045
Computer software whsle,F,50,504,5045
Computer software whsle,F,50,504,5045
Computer & software stores,F,50,504,5045
Computer & peripheral equipment merchants (retail),F,50,504,5045
Computer & peripheral equipment merchants (retail),F,50,504,5045
Computer software merchants (retail),F,50,504,5045
Computer software merchants (retail),F,50,504,5045
Nonstore computer & peripheral equipment merchants,F,50,504,5045
Nonstore computer & peripheral equipment merchants,F,50,504,5045
Other commercial equipment,F,50,504,5046
Other commercial equipment,F,50,504,5046
Other commercial equipment whsle,F,50,504,5046
Restaurant & hotel equipment & supplies whsle,F,50,504,5046
Restaurant & hotel equipment & supplies whsle,F,50,504,5046
Store machines & equipment whsle,F,50,504,5046
Store machines & equipment whsle,F,50,504,5046
"Medical, dental, & hospital equipment & supplies",F,50,504,5047
"Medical, dental, & hospital equipment & supplies",F,50,504,5047
"Medical, dental, & hospital equipment & supplies whsle",F,50,504,5047
"Surgical, medical, & hospital supplies whsle",F,50,504,5047
"Surgical, medical, & hospital supplies whsle",F,50,504,5047
Dental equipment & supplies whsle,F,50,504,5047
Dental equipment & supplies whsle,F,50,504,5047
"Surgical, medical, & hospital supplies stores (retail)",F,50,504,5047
"Surgical, medical, & hospital supplies stores (retail)",F,50,504,5047
Ophthalmic goods,F,50,504,5048
Ophthalmic goods,F,50,504,5048
Ophthalmic goods whsle,F,50,504,5048
Ophthalmic goods whsle,F,50,504,5048
Other professional equipment & supplies,F,50,504,5049
Other professional equipment & supplies,F,50,504,5049
Other professional equipment & supplies whsle,F,50,504,5049
Religious & school supplies whsle,F,50,504,5049
Religious & school supplies whsle,F,50,504,5049
Other professional equipment & supplies whsle,F,50,504,5049
Other professional equipment & supplies whsle,F,50,504,5049
School supplies stores (retail),F,50,504,5049
School supplies stores (retail),F,50,504,5049
"Metals and minerals, except petroleum",F,50,505,505
Metals service centers & offices,F,50,505,5051
Metals service centers & offices,F,50,505,5051
Metal service centers & offices,F,50,505,5051
Ferrous metal service centers,F,50,505,5051
Ferrous metal service centers,F,50,505,5051
Ferrous metal sales offices,F,50,505,5051
Ferrous metal sales offices,F,50,505,5051
Nonferrous metal service centers,F,50,505,5051
Nonferrous metal service centers,F,50,505,5051
Nonferrous metal sales offices,F,50,505,5051
Nonferrous metal sales offices,F,50,505,5051
Coal & other minerals & ores,F,50,505,5052
Coal & other minerals & ores,F,50,505,5052
Coal & other mineral & ore whsle,F,50,505,5052
Coal whsle,F,50,505,5052
Coal whsle,F,50,505,5052
Other mineral & ore whsle,F,50,505,5052
Other mineral & ore whsle,F,50,505,5052
Electrical goods,F,50,506,506
"Electrical apparatus & equip, wiring supplies, & construction mat",F,50,506,5063
"Electrical apparatus & equip, wiring supplies, & construction mat",F,50,506,5063
"Electrical apparatus & equip, wiring supp, & const material whsle",F,50,506,5063
"Electrical apparatus & equip, wiring supp, & const material whsle",F,50,506,5063
Electrical supplies stores (retail),F,50,506,5063
Electrical supplies stores (retail),F,50,506,5063
"Electrical appliances, television & radio sets",F,50,506,5064
"Electrical appliances, television & radio sets",F,50,506,5064
"Electrical appliance, television & radio set whsle",F,50,506,5064
"Electrical appliance, television & radio set whsle",F,50,506,5064
Other electronic parts & equipment,F,50,506,5065
Other electronic parts & equipment,F,50,506,5065
Other electronic parts & equipment whsle,F,50,506,5065
Communications equipment & supplies whsle,F,50,506,5065
Communications equipment & supplies whsle,F,50,506,5065
Electronic parts (excluding communications equipment) whsle,F,50,506,5065
Electronic parts (excluding communications equipment) whsle,F,50,506,5065
Hardware and plumbing and heating equipment and supplies,F,50,507,507
Hardware,F,50,507,5072
Hardware,F,50,507,5072
Hardware whsle,F,50,507,5072
Hardware whsle,F,50,507,5072
Plumbing & heating equipment & supplies,F,50,507,5074
Plumbing & heating equipment & supplies,F,50,507,5074
Plumbing & heating equipment & supplies (hydronics) whsle,F,50,507,5074
Plumbing & heating equipment & supplies (hydronics) whsle,F,50,507,5074
Plumbing & heating equipment & supplies merchants (retail),F,50,507,5074
Plumbing & heating equipment & supplies merchants (retail),F,50,507,5074
Warm air heating & air-conditioning equipment & supplies,F,50,507,5075
Warm air heating & air-conditioning equipment & supplies,F,50,507,5075
Warm air heating & air-conditioning equipment & supplies whsle,F,50,507,5075
Warm air heating & air-conditioning equipment & supplies whsle,F,50,507,5075
Refrigeration equipment & supplies,F,50,507,5078
Refrigeration equipment & supplies,F,50,507,5078
Refrigeration equipment & supplies whsle,F,50,507,5078
Refrigeration equipment & supplies whsle,F,50,507,5078
"Machinery, equipment, and supplies",F,50,508,508
Construction & mining (except petroleum) machinery & equipment,F,50,508,5082
Construction & mining (except petroleum) machinery & equipment,F,50,508,5082
Construction & mining (except petroleum) machinery & equip whsle,F,50,508,5082
Construction & mining (except petroleum) machinery & equip whsle,F,50,508,5082
Farm & garden machinery & equipment,F,50,508,5083
Farm & garden machinery & equipment,F,50,508,5083
Farm & garden machinery & equipment whsle,F,50,508,5083
Farm machinery & equipment - farm dealers,F,50,508,5083
Farm machinery & equipment - farm dealers,F,50,508,5083
Farm machinery & equipment - whsle distributors,F,50,508,5083
Farm machinery & equipment - whsle distributors,F,50,508,5083
Lawn & garden machinery & equipment whsle,F,50,508,5083
Lawn & garden machinery & equipment whsle,F,50,508,5083
Lawn & garden machinery & equipment dealers (retail),F,50,508,5083
Lawn & garden machinery & equipment dealers (retail),F,50,508,5083
Industrial machinery & equipment,F,50,508,5084
Industrial machinery & equipment,F,50,508,5084
Industrial machinery & equipment whsle,F,50,508,5084
Food-processing machinery & equipment whsle,F,50,508,5084
Food-processing machinery & equipment whsle,F,50,508,5084
Hydraulic & pneumatic pumps & motors whsle,F,50,508,5084
Hydraulic & pneumatic pumps & motors whsle,F,50,508,5084
General-purpose industrial machinery & equipment whsle,F,50,508,5084
General-purpose industrial machinery & equipment whsle,F,50,508,5084
Metalworking machinery & equipment whsle,F,50,508,5084
Metalworking machinery & equipment whsle,F,50,508,5084
Materials handling equipment whsle,F,50,508,5084
Materials handling equipment whsle,F,50,508,5084
"Oilwell, oil refinery, & pipeline mach, equip, & supplies whsle",F,50,508,5084
"Oilwell, oil refinery, & pipeline mach, equip, & supplies whsle",F,50,508,5084
Other industrial machinery & equipment whsle,F,50,508,5084
Other industrial machinery & equipment whsle,F,50,508,5084
Industrial supplies,F,50,508,5085
Industrial supplies,F,50,508,5085
"Hydraulic & pneumatic parts, accessories, & supplies whsle",F,50,508,5085
"Hydraulic & pneumatic parts, accessories, & supplies whsle",F,50,508,5085
Industrial supplies whsle,F,50,508,5085
General-line industrial supplies whsle,F,50,508,5085
General-line industrial supplies whsle,F,50,508,5085
Mechanical power transmission supplies whsle,F,50,508,5085
Mechanical power transmission supplies whsle,F,50,508,5085
Welding supplies whsle,F,50,508,5085
Welding supplies whsle,F,50,508,5085
Industrial containers & supplies whsle,F,50,508,5085
Industrial containers & supplies whsle,F,50,508,5085
Industrial valves & fittings (except fluid-power) whsle,F,50,508,5085
Industrial valves & fittings (except fluid-power) whsle,F,50,508,5085
Other industrial supplies whsle,F,50,508,5085
Other industrial supplies whsle,F,50,508,5085
Service establishment equipment & supplies,F,50,508,5087
Service establishment equipment & supplies,F,50,508,5087
Service establishment equipment & supplies whsle,F,50,508,5087
Beauty & barber shop equipment & supplies whsle,F,50,508,5087
Beauty & barber shop equipment & supplies whsle,F,50,508,5087
"Custodial, janitors' equipment & supplies whsle",F,50,508,5087
"Custodial, janitors' equipment & supplies whsle",F,50,508,5087
Laundry & dry-cleaning equipment & supplies whsle,F,50,508,5087
Laundry & dry-cleaning equipment & supplies whsle,F,50,508,5087
Other service establishment equipment & supplies whsle,F,50,508,5087
Other service establishment equipment & supplies whsle,F,50,508,5087
Beauty & barber shop equipment & supplies stores (retail),F,50,508,5087
Beauty & barber shop equipment & supplies stores (retail),F,50,508,5087
"Transportation equipment & supplies, except motor vehicles",F,50,508,5088
"Transportation equipment & supplies, except motor vehicles",F,50,508,5088
Transportation equipment & supplies (exc motor vehicle) whsle,F,50,508,5088
Aircraft & aeronautical equipment & supplies whsle,F,50,508,5088
Aircraft & aeronautical equipment & supplies whsle,F,50,508,5088
"Marine machinery, equipment, & supplies whsle",F,50,508,5088
"Marine machinery, equipment, & supplies whsle",F,50,508,5088
Other transportation equipment & supplies whsle,F,50,508,5088
Other transportation equipment & supplies whsle,F,50,508,5088
Miscellaneous durable goods,F,50,509,509
Sporting & recreational goods & supplies,F,50,509,5091
Sporting & recreational goods & supplies,F,50,509,5091
Sporting & recreational goods & supplies whsle,F,50,509,5091
Sporting & recreational goods & supplies whsle,F,50,509,5091
Toys & hobby goods & supplies,F,50,509,5092
Toys & hobby goods & supplies,F,50,509,5092
Toy & hobby goods & supplies whsle,F,50,509,5092
Toy & hobby goods & supplies whsle,F,50,509,5092
Recyclable materials,F,50,509,5093
Recyclable materials,F,50,509,5093
Recyclable material whsle,F,50,509,5093
Iron & steel scrap processors (using power processing equipment),F,50,509,5093
Iron & steel scrap processors (using power processing equipment),F,50,509,5093
Iron & steel scrap processors (not using power processing equip),F,50,509,5093
Iron & steel scrap processors (not using power processing equip),F,50,509,5093
Recyclable paper & paperboard whsle,F,50,509,5093
Recyclable paper & paperboard whsle,F,50,509,5093
Other recyclable material whsle,F,50,509,5093
Other recyclable material whsle,F,50,509,5093
"Jewelry, watches, silverware, precious stones, & precious metals",F,50,509,5094
"Jewelry, watches, silverware, precious stones, & precious metals",F,50,509,5094
"Jewelry/watch/silverware/precious stone, & precious metal whsle",F,50,509,5094
"Jewelry, watch, diamonds, precious stone, & silverware whsle",F,50,509,5094
"Jewelry, watch, diamonds, precious stone, & silverware whsle",F,50,509,5094
Precious metal (excluding ores) whsle,F,50,509,5094
Precious metal (excluding ores) whsle,F,50,509,5094
"Durable goods, n.e.c.",F,50,509,5099
"Durable goods, n.e.c.",F,50,509,5099
Other miscellaneous durable goods whsle,F,50,509,5099
Musical instruments & supplies whsle,F,50,509,5099
Musical instruments & supplies whsle,F,50,509,5099
Forest products (except lumber) whsle,F,50,509,5099
Forest products (except lumber) whsle,F,50,509,5099
General merchandise (durable goods) whsle,F,50,509,5099
General merchandise (durable goods) whsle,F,50,509,5099
"Compact discs/prerecorded audio tapes, & phonograph records whsle",F,50,509,5099
"Compact discs/prerecorded audio tapes, & phonograph records whsle",F,50,509,5099
Fire extinguishers & fire safety equipment whsle,F,50,509,5099
Fire extinguishers & fire safety equipment whsle,F,50,509,5099
Other durable goods whsle,F,50,509,5099
Other durable goods whsle,F,50,509,5099
Wholesale trade - nondurable goods,F,51,51,51
Paper and paper products,F,51,511,511
Printing & writing paper,F,51,511,5111
Printing & writing paper,F,51,511,5111
Printing & writing paper whsle,F,51,511,5111
Printing & writing paper whsle,F,51,511,5111
Stationery & office supplies,F,51,511,5112
Stationery & office supplies,F,51,511,5112
Stationery & office supplies whsle,F,51,511,5112
Stationery & office supplies whsle,F,51,511,5112
Other office supplies stores (retail),F,51,511,5112
Other office supplies stores (retail),F,51,511,5112
Nonstore office supply merchants,F,51,511,5112
Nonstore office supply merchants,F,51,511,5112
Industrial & personal service paper,F,51,511,5113
Industrial & personal service paper,F,51,511,5113
Industrial & personal service paper whsle,F,51,511,5113
Industrial & personal service paper whsle,F,51,511,5113
"Drugs, drug proprietaries, and druggists' sundries",F,51,512,512
"Drugs, drug proprietaries, & druggists' sundries",F,51,512,5122
"Drugs, drug proprietaries, & druggists' sundries",F,51,512,5122
"Drugs, & druggists' sundries whsle",F,51,512,5122
General-line drugs whsle,F,51,512,5122
General-line drugs whsle,F,51,512,5122
"Specialty-line drug, pharmaceutical, cosmetic, & toiletries whsle",F,51,512,5122
"Specialty-line drug, pharmaceutical, cosmetic, & toiletries whsle",F,51,512,5122
"Apparel, piece goods, and notions",F,51,513,513
"Piece goods, notions, & other dry goods",F,51,513,5131
"Piece goods, notions, & other dry goods",F,51,513,5131
Broadwoven fabric finishing mills (pt),F,51,513,5131
Broadwoven fabric finishing mills (pt),F,51,513,5131
"Piece goods, notions, & other dry goods whsle",F,51,513,5131
Piece goods - jobbers,F,51,513,5131
Piece goods - jobbers,F,51,513,5131
Notions & other dry goods whsle,F,51,513,5131
Notions & other dry goods whsle,F,51,513,5131
Men's & boys' clothing & furnishings,F,51,513,5136
Men's & boys' clothing & furnishings,F,51,513,5136
Men's & boys' clothing & furnishings whsle,F,51,513,5136
Men's & boys' clothing & furnishings whsle,F,51,513,5136
Women's & children's & infants' clothing & accessories,F,51,513,5137
Women's & children's & infants' clothing & accessories,F,51,513,5137
"Women's, children's, & infants' clothing & accessories whsle",F,51,513,5137
"Women's, children's, & infants' clothing & accessories whsle",F,51,513,5137
Footwear,F,51,513,5139
Footwear,F,51,513,5139
Footwear whsle,F,51,513,5139
Footwear whsle,F,51,513,5139
Groceries and related products,F,51,514,514
"Groceries, general-line",F,51,514,5141
"Groceries, general-line",F,51,514,5141
General-line grocery whsle,F,51,514,5141
"General-line grocery whsle, voluntary group",F,51,514,5141
"General-line grocery whsle, voluntary group",F,51,514,5141
"General-line grocery whsle, retail cooperative",F,51,514,5141
"General-line grocery whsle, retail cooperative",F,51,514,5141
Other general-line grocery whsle,F,51,514,5141
Other general-line grocery whsle,F,51,514,5141
Packaged frozen foods,F,51,514,5142
Packaged frozen foods,F,51,514,5142
Packaged frozen food whsle,F,51,514,5142
Packaged frozen food whsle,F,51,514,5142
"Dairy products, except dried or canned",F,51,514,5143
"Dairy products, except dried or canned",F,51,514,5143
"Dairy products, (except dried or canned) whsle",F,51,514,5143
Raw milk whsle,F,51,514,5143
Raw milk whsle,F,51,514,5143
Dairy product (except raw milk) whsle,F,51,514,5143
Dairy product (except raw milk) whsle,F,51,514,5143
Poultry & poultry products,F,51,514,5144
Poultry & poultry products,F,51,514,5144
Poultry & poultry product whsle,F,51,514,5144
Live poultry whsle,F,51,514,5144
Live poultry whsle,F,51,514,5144
Poultry & poultry product (except live) whsle,F,51,514,5144
Poultry & poultry product (except live) whsle,F,51,514,5144
Confectionery,F,51,514,5145
Confectionery,F,51,514,5145
Confectionery whsle,F,51,514,5145
Confectionery whsle,F,51,514,5145
Fish & seafoods,F,51,514,5146
Fish & seafoods,F,51,514,5146
Fish & seafood whsle,F,51,514,5146
Fish & seafood whsle,F,51,514,5146
Meats & meat products,F,51,514,5147
Meats & meat products,F,51,514,5147
Meat processed from carcasses (pt),F,51,514,5147
Meat processed from carcasses (pt),F,51,514,5147
Meat & meat product whsle,F,51,514,5147
Meat & meat product whsle,F,51,514,5147
Fresh fruits & vegetables,F,51,514,5148
Fresh fruits & vegetables,F,51,514,5148
Fresh fruit & vegetable whsle,F,51,514,5148
Fresh fruit & vegetable whsle,F,51,514,5148
Other groceries & related products,F,51,514,5149
Other groceries & related products,F,51,514,5149
Other grocery & related products whsle,F,51,514,5149
"Coffee, tea, & spice whsle",F,51,514,5149
"Coffee, tea, & spice whsle",F,51,514,5149
Bread & baked goods whsle,F,51,514,5149
Bread & baked goods whsle,F,51,514,5149
Soft drinks whsle,F,51,514,5149
Soft drinks whsle,F,51,514,5149
Canned goods whsle,F,51,514,5149
Canned goods whsle,F,51,514,5149
Food & beverage basic materials whsle,F,51,514,5149
Food & beverage basic materials whsle,F,51,514,5149
Other grocery specialties whsle,F,51,514,5149
Other grocery specialties whsle,F,51,514,5149
Farm-product raw materials,F,51,515,515
Grain & field beans,F,51,515,5153
Grain & field beans,F,51,515,5153
Grain & field bean whsle,F,51,515,5153
Grain & field bean whsle,F,51,515,5153
Livestock,F,51,515,5154
Livestock,F,51,515,5154
Livestock whsle,F,51,515,5154
Livestock whsle,F,51,515,5154
Other farm-product raw materials,F,51,515,5159
Other farm-product raw materials,F,51,515,5159
Other farm product raw material whsle,F,51,515,5159
"Hides, skins, & pelts whsle",F,51,515,5159
"Hides, skins, & pelts whsle",F,51,515,5159
Leaf tobacco whsle,F,51,515,5159
Leaf tobacco whsle,F,51,515,5159
"Wool, wool tops, & mohair whsle",F,51,515,5159
"Wool, wool tops, & mohair whsle",F,51,515,5159
Cotton whsle,F,51,515,5159
Cotton whsle,F,51,515,5159
Other farm-product raw material whsle,F,51,515,5159
Other farm-product raw material whsle,F,51,515,5159
Chemicals and allied products,F,51,516,516
Plastics materials & basic forms & shapes,F,51,516,5162
Plastics materials & basic forms & shapes,F,51,516,5162
Plastics materials & basic forms & shapes whsle,F,51,516,5162
Plastics materials & basic forms & shapes whsle,F,51,516,5162
"Chemicals & allied products, n.e.c.",F,51,516,5169
"Chemicals & allied products, n.e.c.",F,51,516,5169
Other chemical & allied products whsle,F,51,516,5169
Industrial gases (except LP) whsle,F,51,516,5169
Industrial gases (except LP) whsle,F,51,516,5169
Other chemical & allied products whsle,F,51,516,5169
Other chemical & allied products whsle,F,51,516,5169
Petroleum and petroleum products,F,51,517,517
Petroleum bulk stations & terminals,F,51,517,5171
Petroleum bulk stations & terminals,F,51,517,5171
Petroleum bulk stations & terminals,F,51,517,5171
Petroleum bulk stations (except LP),F,51,517,5171
Petroleum bulk stations (except LP),F,51,517,5171
Petroleum bulk terminals (except LP),F,51,517,5171
Petroleum bulk terminals (except LP),F,51,517,5171
Liquefied petroleum bulk stations & terminals,F,51,517,5171
Liquefied petroleum bulk stations & terminals,F,51,517,5171
Heating oil dealers (selling for consumption - retail),F,51,517,5171
Heating oil dealers (selling for consumption - retail),F,51,517,5171
Liquefied petroleum dealers (selling for consumption - retail),F,51,517,5171
Liquefied petroleum dealers (selling for consumption - retail),F,51,517,5171
"Petroleum & petroleum products, except bulk stations & terminals",F,51,517,5172
"Petroleum & petroleum products, except bulk stations & terminals",F,51,517,5172
Petroleum & petroleum prod whsle (exc bulk stations & terminals),F,51,517,5172
Petroleum & petroleum prod whsle (exc bulk stations & terminals),F,51,517,5172
"Beer, wine, and distilled alcoholic beverages",F,51,518,518
Beer & ale,F,51,518,5181
Beer & ale,F,51,518,5181
Beer & ale whsle,F,51,518,5181
Beer & ale whsle,F,51,518,5181
Wine & distilled alcoholic beverages,F,51,518,5182
Wine & distilled alcoholic beverages,F,51,518,5182
Wine & distilled alcoholic beverage whsle,F,51,518,5182
Wine & distilled alcoholic bev (licensed operation) whsle,F,51,518,5182
Wine & distilled alcoholic bev (licensed operation) whsle,F,51,518,5182
Wine & distilled alcoholic beverage (State operated) whsle,F,51,518,5182
Wine & distilled alcoholic beverage (State operated) whsle,F,51,518,5182
Miscellaneous nondurable goods,F,51,519,519
Farm supplies,F,51,519,5191
Farm supplies,F,51,519,5191
Farm supplies whsle,F,51,519,5191
Farm supplies - farm dealers,F,51,519,5191
Farm supplies - farm dealers,F,51,519,5191
Farm supplies - whsle distributors,F,51,519,5191
Farm supplies - whsle distributors,F,51,519,5191
Farm supplies dealers (retail),F,51,519,5191
Farm supplies dealers (retail),F,51,519,5191
"Books, periodicals, & newspapers",F,51,519,5192
"Books, periodicals, & newspapers",F,51,519,5192
"Book, periodical, & newspaper whsle",F,51,519,5192
"Book, periodical, & newspaper whsle",F,51,519,5192
"Flowers, nursery stock, & florists' supplies",F,51,519,5193
"Flowers, nursery stock, & florists' supplies",F,51,519,5193
"Flower, nursery stock, & florists' supplies whsle",F,51,519,5193
"Flower, nursery stock, & florists' supplies whsle",F,51,519,5193
"Flower, nursery stock, & florists' supplies merchants (retail)",F,51,519,5193
"Flower, nursery stock, & florists' supplies merchants (retail)",F,51,519,5193
Tobacco & tobacco products,F,51,519,5194
Tobacco & tobacco products,F,51,519,5194
Tobacco & tobacco product whsle,F,51,519,5194
Tobacco & tobacco product whsle,F,51,519,5194
"Paints, varnishes, & supplies",F,51,519,5198
"Paints, varnishes, & supplies",F,51,519,5198
"Paint, varnish, & supplies whsle",F,51,519,5198
"Paint, varnish, & supplies whsle",F,51,519,5198
"Paint, varnish, & supplies merchants (retail)",F,51,519,5198
"Paint, varnish, & supplies merchants (retail)",F,51,519,5198
Other miscellaneous nondurable goods,F,51,519,5199
Other miscellaneous nondurable goods,F,51,519,5199
Other miscellaneous nondurable goods whsle,F,51,519,5199
Art goods whsle,F,51,519,5199
Art goods whsle,F,51,519,5199
General merchandise (nondurable goods) whsle,F,51,519,5199
General merchandise (nondurable goods) whsle,F,51,519,5199
"Textile bags, bagging, & burlap whsle",F,51,519,5199
"Textile bags, bagging, & burlap whsle",F,51,519,5199
Other nondurable goods whsle,F,51,519,5199
Other nondurable goods whsle,F,51,519,5199
Advertising specialties goods distributor,F,51,519,5199
Advertising specialties goods distributor,F,51,519,5199
Retail trade,G,G,G,G
"Building materials, hardware, garden supply, and mobile home dealers",G,52,52,52
Lumber and other building materials dealers,G,52,521,521
Lumber & other building materials dealers,G,52,521,5211
Home centers,G,52,521,5211
Other building material dealers,G,52,521,5211
Retail lumber yards,G,52,521,5211
Retail building material dealers,G,52,521,5211
"Paint, glass, and wallpaper stores",G,52,523,523
"Paint, glass, & wallpaper stores",G,52,523,5231
Retail paint & wallpaper stores,G,52,523,5231
Retail glass dealers,G,52,523,5231
